Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GATA3 OE MOUSE GSE12999 CREEDSID GENE 2531 DOWN	82/514	9.002527359161502E-22	6.272832456330033E-20	0	0	3.9660632542655017	192.1929135552578	YWHAE;PDCD5;ACTB;TXNDC17;RBM3;GJA1;TUBA1B;CHCHD2;TRIM28;YWHAQ;RPL36AL;C1QBP;CFL1;SUMO2;MAGOH;DHX15;TIMM17A;ELOB;CTSD;CHCHD1;YWHAH;COX8A;ANXA5;APRT;COX6B1;DDB1;EEF1A1;MYL6;CFDP1;PSMA2;SARNP;NCL;CKS2;PFDN1;ERH;UQCRC2;DNAJC8;PABPC1;SLC25A5;SLC25A4;PTMA;SNRPB;BEX3;CSTB;NDUFB6;PSMD14;NEDD8;COX5A;PSMB6;PRDX2;PSMB7;PSMB4;PGRMC1;ATP5F1B;GNG5;PCBP1;POLR2G;CYC1;HNRNPA0;MARCKSL1;NDUFA7;UTP3;NDUFA4;ATP5PB;TMA7;NDUFA1;TBCA;HSPE1;RPS26;SEM1;RPS25;CNIH1;SPCS1;EIF3K;CYCS;EIF3E;RNPS1;ANP32B;CALR;SLIRP;EIF3A;RPS24
DLX4 OE HUMAN GSE21657 CREEDSID GENE 2160 DOWN	63/323	1.4679056790764127E-21	9.58954728184944E-20	0	0	5.002894135567403	239.99108436661422	YWHAE;NUCKS1;ATP5IF1;MAP1LC3B;CHCHD2;RPL36AL;CFL1;TIMM17A;GLUL;SOX4;BCAS2;SRRM2;COX8A;TNFRSF12A;HSBP1;CNPY2;EDF1;APRT;MYL6;PSMA2;DAD1;ERH;SNRPA1;MCM6;EEF1E1;SEC22B;ARF6;CSTB;PSMD14;MRPS31;NOL7;MRPL17;NDUFB1;NEDD8;TXN;UQCR10;PSMA7;ZFP36L2;RTN4;PRDX2;PSMB7;PSMB4;PRDX4;GNG5;TPR;CYC1;ATP5ME;GSTM3;SPAG7;NDUFA6;NDUFA4;TBCA;HSPE1;ATP5F1E;RPS26;RPS25;LSM8;TSPAN13;SCD;PSMC2;PIN4;EIF3E;RPS24
CDX2 KO MOUSE GSE12999 CREEDSID GENE 773 UP	81/507	1.4745587824473768E-21	9.58954728184944E-20	0	0	3.9696969696969697	190.410199579613	YWHAE;PDCD5;HMGB1;ACTB;TXNDC17;GJA1;TUBA1B;TRIM28;YWHAQ;RPL36AL;C1QBP;CFL1;SUMO2;MAGOH;DHX15;TIMM17A;ELOB;CTSD;YWHAH;COX8A;ANXA5;APRT;COX6B1;DDB1;EEF1A1;MYL6;CFDP1;PSMA2;NDUFS6;SARNP;NCL;CKS2;PFDN1;ERH;UQCRC2;DNAJC8;PABPC1;SLC25A5;SLC25A4;PTMA;SNRPB;BEX3;CSTB;NDUFB6;PSMD14;NEDD8;COX5A;PSMB6;PRDX2;PSMB7;PSMB4;PGRMC1;ATP5F1B;GNG5;PCBP1;POLR2G;CYC1;HNRNPA0;MARCKSL1;NDUFA7;UTP3;NDUFA4;ATP5PB;TMA7;NDUFA1;TBCA;HSPE1;RPS26;SEM1;RPS25;CNIH1;SPCS1;EIF3K;CYCS;EIF3E;RNPS1;ANP32B;CALR;SLIRP;EIF3A;RPS24
IRF7 OE HUMAN GSE37828 CREEDSID GENE 1146 UP	66/353	1.74128370596419E-21	1.0958853259148822E-19	0	0	4.756928259916468	227.37957415919473	CISD1;LAMC1;TUBA1B;CHCHD2;CFL1;SUMO2;TIMP2;TIMM17A;PLS3;UQCRFS1;ELOB;HMGN2;YWHAH;COX8A;TOR3A;TNFRSF12A;TPM3;GLRX5;ANXA5;MRPS6;APRT;MYL6;SMDT1;MRPL51;PPA1;OAF;PSMA2;CDC37;NCL;SRSF2;ERH;SNRPF;MCM6;SNRPC;SLC25A5;PTMA;DCTPP1;SLC25A4;NDUFB8;DDX24;GSTP1;POMP;NEDD8;MRPL13;COX5A;PSMA7;SRM;PSMB4;ORC6;GNG5;PSMB3;PCBP1;CYC1;LDLR;PPP1R14B;NOP58;NDUFA4;TMA7;PDAP1;HSPE1;PSMC2;ATP5PO;CYCS;ANP32B;TOMM5;COPS9
FOXP1 OE HUMAN GSE51382 CREEDSID GENE 1434 UP	58/279	2.3342320585293896E-21	1.3986363815669795E-19	0	0	5.400190104656574	256.54469281964367	NDUFA11;GHITM;IFI30;COX7C;ACTB;CHCHD2;RPL36AL;RFK;CFL1;ARL6IP5;COTL1;ELOB;CHCHD1;COX8A;PARP1;HLA-A;DDOST;COX6B1;MYL6;PPA1;NDUFS6;DAD1;UQCRC1;NDUFS3;TOP1;SLC25A5;PTMA;MMADHC;SNRPB;SF3B5;GRN;NDUFB8;RNASEK;NDUFB10;NAXE;GTF3C6;GSTP1;NDUFB1;UQCR10;PSMB6;PDLIM1;PRDX2;PSMB1;ATP5MG;MARCKSL1;ATP5PB;NDUFA4;TMA7;NDUFA1;ATP5F1E;ATOX1;HIGD2A;CS;SPCS1;TSPAN13;UQCRQ;SLIRP;COPS9
NR2F2 KD HUMAN GSE47438 CREEDSID GENE 2214 DOWN	57/270	2.365709922691457E-21	1.3986363815669795E-19	0	0	5.502732240437158	261.3424112504291	MRPS17;GHITM;COX7C;GJA1;CHCHD2;PSMD7;YWHAQ;RPL36AL;DHX15;UQCRFS1;MTREX;PCID2;REXO2;GTF2F2;EEF1A1;RRAGA;SARNP;CKS2;ERH;SNRPA1;SNRPF;DNAJC8;MCM6;SLC25A5;RAB7A;NDUFB8;NDUFB6;HEATR1;MAK16;TXN;PRDX3;PSMB7;TMEM123;PGRMC1;PRDX4;PSMB3;PSMB1;BRIX1;AASDHPPT;HNRNPA0;HSPA9;NOP58;CCDC59;TMA7;NDUFA1;NR2F2;PRDX6;SEM1;RPS25;EIF3K;UQCRQ;PSMC2;NDUFAF2;CEBPZ;ANP32B;SLIRP;EIF3A
FOXP1 OE HUMAN GSE51382 CREEDSID GENE 1471 UP	67/366	2.8603166226114825E-21	1.6071894826030199E-19	0	0	4.637347327186386	219.36208514630115	SRP19;FEN1;NUCKS1;YBX1;IFI30;SMC3;IPO7;RBM3;MRPL3;TUBA1B;C1QBP;SUMO2;ARL6IP5;COTL1;UQCRFS1;HMGN2;CHCHD1;COX8A;WDR83OS;SUPT16H;EIF1AX;CCNA2;OXA1L;ASPM;NSA2;PPA1;NCL;FRG1;CAT;CKS2;SRSF2;LAP3;SNRPF;TOP1;SLC25A5;DCTPP1;ANP32A;DHX9;GTF3C6;GSTP1;MYCBP2;IQGAP1;COX5A;PSMA7;PDLIM1;BCLAF1;ORC6;PCBP1;TPR;ATP5ME;HNRNPA0;NOP58;NDUFA4;ALYREF;CMTM6;NDUFA1;TBCA;MCOLN2;HIGD2A;RPS26;MARCKS;EIF2S3;EIF3K;ATP5PO;UBE2N;NCAPD2;ANP32B
GFI1 KO MOUSE GSE20282 CREEDSID GENE 174 UP	63/327	2.8832204967250486E-21	1.6071894826030199E-19	0	0	4.926042604260426	232.97905221178723	YWHAE;FEN1;MRPS14;YBX1;PRPF19;IPO7;RBM3;TRIM28;C1QBP;UQCRFS1;CTSD;NSF;ANXA5;ATP1B3;REXO2;APRT;COX6B1;HAUS1;DDB1;CCNA2;PPA1;PSMA2;NDUFS6;UQCRC1;SUCLG1;LAP3;UQCRC2;DNAJC8;SLC25A5;PTMA;GART;SLC25A4;LRRC59;GRN;NDUFB8;PSMD14;NDUFB6;DDX1;MRPL13;COX5A;ADH5;PPM1G;PSMB6;PSMB7;PSMB4;SAMM50;ATP5F1B;CYC1;HSPA9;NDUFA9;CCZ1;PDAP1;PA2G4;HSPE1;BOP1;SPCS2;RNF149;PSMC2;ATP5PO;DRG1;CYCS;CALR;NUP37
ZBTB20 DEFICIENCY MOUSE GSE19513 CREEDSID GENE 544 DOWN	60/299	3.0892174039274615E-21	1.674184209739577E-19	0	0	5.172043602730676	244.2568405013142	SRP19;PDCD5;CISD1;BRK1;COX7C;UCHL1;CHCHD2;RPL36AL;C1QBP;CFL1;GLUL;CHCHD1;YWHAH;COX8A;HSBP1;GLRX5;ATP1B3;DYNLL2;MRPS18C;COX6B1;EID2;TMEM256;SMDT1;PSMA2;DAD1;NDUFS3;ERH;EEF1E1;SLC25A5;PTMA;BEX3;GSTP1;NEDD8;COX5A;PSMB6;PSMB4;BLOC1S1;POLR2K;COA3;NDUFA7;SPAG7;NDUFA6;ATP5PB;NDUFA4;TMA7;NDUFA1;PDAP1;TBCA;HSPE1;ATP5F1E;HIGD2A;RPS26;SEM1;RPS25;SPCS1;TSPAN13;EIF3K;DYNLRB1;ITM2B;COPS9
SOX7 OE MOUSE GSE10809 CREEDSID GENE 1004 DOWN	65/349	4.402723294530555E-21	2.321544093953814E-19	0	0	4.7298787210584345	221.6991765782343	YWHAE;COX7B;POP7;NUCKS1;HMGB1;IPO7;MRPL32;MRPL3;UCHL1;CHCHD2;SNRPD1;C1QBP;SUMO2;UQCRFS1;NUDT15;HMGN2;CHCHD1;YWHAG;COA6;PARP1;EIF1AX;REXO2;HAUS1;NSA2;GAL;RCN2;PPA1;TMX1;NCL;JTB;ERH;SNRPF;EEF1E1;PTMA;MMADHC;SF3B5;PSMD14;GTF3C6;MAK16;TXN;MRPL15;MRPS30;COX5A;PRDX4;PSMB3;POLR2G;CYC1;HSPA9;PPIL1;NOP58;NDUFA4;RFLNB;NDUFA1;HSPE1;PRDX6;CNIH1;SUCLA2;UQCRQ;CYCS;EIF3E;SLIRP;ITM2B;TOMM5;MAD2L1;NUP37
OVOL2 OE PC3 HUMAN GSE48230 RNASEQ DOWN	69/393	8.074288301929328E-21	4.1455095992273997E-19	0	0	4.411139821992535	204.08404035714017	YWHAE;COX7B;GMFB;NUCKS1;GHITM;HMGB1;YBX1;IPO7;DCAF7;ACTB;CDC20;TUBA1B;TRIM28;YWHAQ;RPL36AL;CFL1;SUMO2;TIMP2;PAPOLA;DHX15;COTL1;PLS3;HMGN2;CHCHD1;YWHAG;PARP1;TPM3;EIF1AX;ANXA5;MTHFD1;SRSF3;PABPC1;SELENOT;SLC25A5;PTMA;SNRPB;LRRC59;FH;ECHS1;TMED10;SAR1A;SLC20A1;TEX261;GNS;RTN4;PRDX3;PDLIM1;PRDX2;PGRMC1;ATP5F1B;RAD21;PCBP1;BUB3;HSPA9;NDUFA4;XRCC5;ATP5PB;TUBB4B;ATP5F1E;CS;RPS26;RPS25;CNIH1;EIF2S3;UBE2N;CYCS;EIF3E;CALR;RBMX
HNF1B OE HUMAN GSE3308 CREEDSID GENE 280 UP	63/334	9.137687102271216E-21	4.571186547828498E-19	0	0	4.797011435460889	221.34312434286474	RPL31;RTCB;GHITM;NUDT3;PSMD8;ATP5IF1;HOXA10;MRPL3;UCHL1;MAP1LC3B;TRIM28;RPL36AL;C1QBP;SUMO2;PLS3;ANXA5;DDOST;MYL6;MTHFD1;NDUFS6;DAD1;SRSF2;ERH;UQCRC2;KIF20A;SNRPF;SNRPC;MMADHC;ITGB3BP;DCTN6;SF3B5;HDAC2;NDUFB6;UQCR10;PSMA7;PDLIM1;PGRMC1;PSMB4;PRDX4;PSMB3;ISOC1;IARS2;POLR2G;COA3;NDFIP1;ATP5PB;THAP12;NDUFA1;TUBB4B;HSPE1;ATP5F1E;GTF2H5;RPS26;RPS25;LSM8;COPS6;PSMC2;ATP5PO;EIF3E;DYNLRB1;ITM2B;LIMS1;MAD2L1
SRF KO MOUSE GSE1948 CREEDSID GENE 1158 DOWN	58/287	1.004850609795074E-20	4.901158849275473E-19	0	0	5.209320325265401	239.87285921761415	COX7B;NDUFA11;GLDC;CISD1;YBX1;ACTB;CDC20;PSMD8;RBM3;GJA1;TMEM223;CFL1;CTSD;GTF2F2;EEF1A1;RRAGA;PSMA2;CDC37;SBDS;SUCLG1;ERH;DNAJC8;DCTPP1;SF3B5;RNASEH2C;LRRC59;NDUFB8;PSMD14;NDUFB6;POMP;NEDD8;UQCR10;PSMA7;SRM;PSMB6;PDLIM1;PSMB7;PSMB3;RAD21;PSMB1;EMC8;ABCF1;COA3;MARCKSL1;NDUFA7;HMGA2;RRP1B;PRDX6;ATP5F1E;ATOX1;HIGD2A;RPS26;TM9SF2;RPS25;UQCRQ;RNPS1;ITM2B;COPS9
MYC KD HUMAN GSE22139 CREEDSID GENE 712 DOWN	61/316	1.1333837236197171E-20	5.393247914102605E-19	0	0	4.929523686532791	226.39574127386095	MRPS17;RBM28;POP7;GLDC;YBX1;COX7C;IPO7;MRPL32;TOMM22;CDC20;LAPTM4B;MRPL3;SNRPD1;C1QBP;DHX15;TIMM17A;SUPT16H;IMP3;GLRX5;RABGGTB;NSA2;PPA1;TMX1;NCL;CKS2;CCDC86;JTB;ERH;SNRPA1;SNRPF;SNRPC;PTMA;DCTPP1;SNRPB;SF3B5;ANP32A;MRPL18;MAK16;SRM;PRDX4;ATP5F1B;GRPEL1;HSPA9;CENPV;NOP58;TMA7;PA2G4;RRP1B;HSPE1;PRDX6;SRPK1;RPS26;YRDC;NDUFAF2;TSR1;CYCS;EIF3E;ANP32B;SLIRP;RPS24;TOMM5
HIF1A MUT MOUSE GSE1321 CREEDSID GENE 791 UP	73/438	1.3217433085848601E-20	6.139812369164433E-19	0	0	4.151946607341491	190.04601534294184	MRPS17;COX7B;NDUFA11;TMEM167A;PDCD5;FCF1;BRK1;YBX1;TXNDC17;ATP5IF1;RBM3;KRTCAP2;SERP1;YWHAQ;ELOB;YWHAG;YWHAH;PLA2G12A;CPT1A;BHMT2;SSU72;CNPY2;DDB1;NSA2;SMDT1;PSMA2;PPA1;COL4A1;NDUFS6;NDUFS3;JTB;MYH9;ERH;UQCRC2;SELENOT;LRRC59;CSTB;TXNDC9;TMED10;PSMD14;NAXE;TEX261;UQCR10;ADH5;PSMA7;RTN4;PRDX3;PSMB6;PSMB7;PGRMC1;EBP;PSMB3;PCBP1;PSMB1;LDLR;ATP6V1C1;NDUFA9;HSPA9;COA3;NDFIP1;YIPF1;TBCA;HSPE1;ATOX1;ATP5F1E;RPS26;COPS6;SPCS2;EIF3K;DRG1;CPE;SLIRP;ITM2B
PPARD KO HCT116 HUMAN GSE89729 RNASEQ UP	77/482	1.5490725190843095E-20	7.028466243566251E-19	0	0	3.9560549003379544	180.45166815659474	YWHAE;NUP188;BCCIP;NUCKS1;MRPL37;HMGB1;YBX1;DCAF7;WDR43;ACTB;TOMM22;CDC20;TUBA1B;CHCHD2;TRIM28;YWHAQ;C1QBP;CFL1;PAPOLA;HMGN2;UBXN4;SRRM2;EIF5B;SUPT16H;PARP4;PARP1;TPM3;PRPF4B;SREBF2;ASPM;OXA1L;MYL6;NCL;PSME4;SRSF2;MYH9;MCM6;SNRNP200;SLC25A5;PTMA;KMT2D;ANP32A;DDX24;CTBP1;DHX9;SLC20A1;GSTP1;DDX1;MYCBP2;DDX23;PRDX3;TMEM123;ATP5F1B;RAD21;EP400;IARS2;UTP20;BUB3;ABCF2;HEXIM1;NDUFA9;XRCC5;ATP5PB;HSPA4;ALYREF;CPSF2;PA2G4;TUBB4B;RPS26;RPS25;RSL1D1;SPCS3;RAD50;SNRNP40;GNB2;RPS24;RNF187
PPARG OE MOUSE GSE2192 CREEDSID GENE 863 UP	65/360	2.447031822322971E-20	1.0850361557618447E-18	0	0	4.550838114103115	205.50140519527523	COX7B;MRPS14;PDCD5;GHITM;YBX1;COX7C;ACTB;RBM3;TUBA1B;PSMD7;YWHAQ;MAGOH;CFL1;TIMM17A;ME1;YWHAG;CPT1A;PLA2G12A;ATP1B3;RRAGA;MRPL51;PPA1;PSMA2;COL4A1;NCL;UQCRC1;NDUFS3;SUCLG1;ERH;UQCRC2;HPRT1;SELENOT;SLC25A4;LRRC59;NDUFB8;RNASEK;NDUFB10;NDUFB6;MRPL18;MRPL16;UQCR10;PRDX3;PSMB6;PSMB7;SAMM50;GRPEL1;GNG5;RAD21;ABCF1;HSPA9;NDUFA9;EGR1;NDUFA6;CAVIN1;HSPE1;CS;MRPL30;COPS6;REEP5;UQCRQ;LPCAT3;ATP5PO;CYCS;ANP32B;SLIRP
MYC OE U2OS HUMAN GSE59819 RNASEQ DOWN	67/383	3.6994197223040777E-20	1.5690364952641858E-18	0	0	4.383886985103853	196.1505607920148	RPL31;GHITM;HMGB1;YBX1;PRPF19;COX7C;WDR43;CDC20;MRPL4;MRPL3;CHCHD2;YWHAQ;CFL1;COTL1;TRIM25;KIF1C;MTREX;HMGN2;YWHAG;EIF5B;WDR36;TPM3;MRPS23;FTSJ3;DDB1;EEF1A1;PPA1;PSMA2;CDC37;NCL;TTLL12;PABPC1;SNRNP200;SLC25A5;PTMA;RABL6;PSMD14;GSTP1;DDX1;CIAO1;RRP7A;ATP5F1B;DHX37;UTP20;CYC1;PPP1R14B;CAVIN1;XRCC5;ATP5PB;HSPA4;NDUFA4;DHCR24;PA2G4;HSPE1;ATP5F1E;SRPK1;RPS26;RPS25;BOP1;UQCRQ;ATP5PO;CYCS;CEBPZ;SLIRP;FARSA;RPS24;TOMM5
MYC OE U2OS HUMAN GSE66789 RNASEQ DOWN	67/383	3.6994197223040777E-20	1.5690364952641858E-18	0	0	4.383886985103853	196.1505607920148	RPL31;GHITM;HMGB1;YBX1;PRPF19;COX7C;WDR43;CDC20;MRPL4;MRPL3;CHCHD2;YWHAQ;CFL1;COTL1;TRIM25;KIF1C;MTREX;HMGN2;YWHAG;EIF5B;WDR36;TPM3;MRPS23;FTSJ3;DDB1;EEF1A1;PPA1;PSMA2;CDC37;NCL;TTLL12;PABPC1;SNRNP200;SLC25A5;PTMA;RABL6;PSMD14;GSTP1;DDX1;CIAO1;RRP7A;ATP5F1B;DHX37;UTP20;CYC1;PPP1R14B;CAVIN1;XRCC5;ATP5PB;HSPA4;NDUFA4;DHCR24;PA2G4;HSPE1;ATP5F1E;SRPK1;RPS26;RPS25;BOP1;UQCRQ;ATP5PO;CYCS;CEBPZ;SLIRP;FARSA;RPS24;TOMM5
MYC OE MOUSE GSE38304 CREEDSID GENE 1846 UP	58/295	4.088594010997001E-20	1.6972014713734358E-18	0	0	5.031336269377429	224.61646432184023	PDCD5;IFI30;PRPF19;NUDT3;WDR43;CHCHD2;TRIM28;SNRPD1;PPAT;C1QBP;MAGOH;TIMM17A;SEPHS2;REXO2;RABGGTB;APRT;MTHFD1;PPA1;DAD1;GRWD1;NCL;NDUFS3;ERH;SNRPA1;SNRPF;SLC25A5;DCTPP1;SNRPB;SMIM4;NDUFB6;GSTP1;MAK16;MRPL16;MRPL13;PSMA7;SRM;PPM1G;PSMB6;PRDX2;PSMB4;ATP5F1B;GRPEL1;PSMB3;PCBP1;HSPA9;PPP1R14B;NOP58;PBDC1;PA2G4;HSPE1;AIMP2;RSL1D1;TSR1;AGGF1;CYCS;CALR;SLIRP;TOMM5
KLF5 KO MOUSE GSE9244 CREEDSID GENE 580 DOWN	60/315	4.743036007441356E-20	1.9278465105246015E-18	0	0	4.843395252837977	215.50699005709504	BCCIP;PRPF19;WDR43;CDC20;CHCHD2;TRIM28;MAGOH;CFL1;GLUL;COX8A;IK;PARP1;IMP3;RABGGTB;APRT;COX6B1;FTSJ3;CCNA2;CFDP1;MTHFD1;PPA1;PSMA2;NCL;SNRPA1;LAP3;KIF20A;PABPC1;DNAJC8;MCM6;PTMA;GART;SF3B5;DHX9;MRPL18;CSTF2T;NEDD8;GTF2E2;SRM;PPM1G;PSMB7;SAMM50;PCBP1;UTP20;ZC3H15;HNRNPA0;HSPA9;NOP58;NDUFA6;XRCC5;UTP3;PBDC1;SMARCA5;CCZ1;PDAP1;RSL1D1;EIF3K;AGGF1;RNPS1;ANP32B;EIF3A
ADNP DEFICIENCY  NULL MUTATION MOUSE GSE4068 CREEDSID GENE 719 DOWN	64/355	5.250119807458765E-20	2.0904048457861328E-18	0	0	4.538383517265392	201.47450612532373	YWHAE;FEN1;NDUFA11;HMGB1;PRPF19;CHCHD2;SERP1;YWHAQ;MAGOH;SUMO2;DHX15;SOX4;RAB8A;YWHAG;YWHAH;DYNLL2;CCNA2;RCN2;CDC37;UQCRC1;CKS2;SRSF2;GAS1;SUCLG1;TOP1;SRSF6;SLC25A5;DCTPP1;SLC25A4;VAMP3;SNRPB;BEX3;LRRC59;ANP32A;SAR1A;CTBP1;GSTP1;POMP;COX5A;RNF5;PRDX2;PSMB7;SAMM50;ATP5F1B;POLR2A;PCBP1;CYC1;PPP1R14B;MARCKSL1;PBDC1;TMA7;HMGA2;PDAP1;PA2G4;PRDX6;LSM3;CS;MRPL30;MARCKS;ATP5PO;CYCS;CALR;TARDBP;MAD2L1
SOX17 OE HUMAN GSE10809 CREEDSID GENE 1272 DOWN	62/336	6.014975424391567E-20	2.3470434105975896E-18	0	0	4.663303120237427	206.38590279563113	MRPS17;COX7B;TMEM167A;TXNDC12;HMGB1;COX7C;IPO7;MRPL32;MRPL3;UCHL1;RPL36AL;SNRPD1;C1QBP;SUMO2;DHX15;UQCRFS1;CHCHD1;YWHAG;RMI2;PARP1;HAUS1;NSA2;GAL;RCN2;MTHFD1;PPA1;TMX1;NCL;CKS2;JTB;ERH;SNRPA1;HPRT1;SNRPF;MCM6;EEF1E1;PTMA;MMADHC;SNRPB;SF3B5;PSMD14;MRPL16;NDUFB1;ADH5;PGRMC1;ATP5F1B;POLR2G;CYC1;PPIL1;NOP58;XRCC5;NDUFA4;TMA7;RFLNB;HSPE1;RPS25;CYCS;EIF3E;SLIRP;TOMM5;MAD2L1;NUP37
IRF1 OE MOUSE GSE6505 CREEDSID GENE 2076 UP	57/292	1.2391253511461457E-19	4.71226722251222E-18	0	0	4.981750959190792	216.87908827304616	MRPS14;PDCD5;CISD1;YBX1;COX7C;CDC20;TRIM28;CFL1;TIMM17A;ELOB;TRIM27;IMP3;ATP1B3;TUBG1;RABGGTB;EEF1A1;PPA1;PSMA2;CDC37;NCL;UQCRC1;CKS2;SRSF2;SUCLG1;UQCRC2;HPRT1;PTMA;GART;SFT2D1;SNRPB;LRRC59;NDUFB8;MRPL18;GSTP1;UQCR10;PSMA7;SRM;PPM1G;PRDX3;PURA;PSMB3;PCBP1;POLR2G;CYC1;NDUFA9;PPP1R14B;ALYREF;HMGA2;HSPE1;RPS26;CS;RSL1D1;UQCRQ;ATP5PO;RNPS1;ANP32B;TOMM5
NEUROG3 OE MOUSE GSE3653 CREEDSID GENE 2290 UP	60/321	1.2559605103569218E-19	4.71226722251222E-18	0	0	4.730540431538617	205.87887258063378	SRP19;POP4;RRP1;HMGB1;MRPL32;PSMD8;ATP5IF1;MAP1LC3B;CHCHD2;SNRPD1;MAGOH;CHCHD1;IK;RFC3;HSBP1;GLRX5;CNPY2;EEF1A1;MYL6;NSA2;PSMA2;CDC37;UQCRC1;NDUFS3;ERH;UQCRC2;DCTPP1;SLC25A4;BEX3;ECHS1;MRPL18;POMP;NEDD8;PSMA7;PSMB6;PRDX2;PSMB7;PSMB4;ATP5F1B;PSMB3;PSMB1;TNNI1;POLR2G;NDUFA9;COA3;NDUFA6;ATP5PB;NDUFA4;TMA7;SMU1;RPS25;RSL1D1;SPCS2;SPCS1;EIF3K;ATP5PO;CPE;PIN4;BLMH;DYNLRB1
ERG KD HUMAN GSE14801 CREEDSID GENE 2614 UP	61/331	1.2917674556592043E-19	4.7551666150775614E-18	0	0	4.651941293653698	202.3273728394942	HMGB1;IPO7;ACTB;MRPL32;LAPTM4B;HOXA9;RPL36AL;ARL6IP5;DHX15;SOX4;GABARAPL2;HSBP1;COMMD3;EDF1;HAUS1;MRPL53;OXA1L;NSA2;COL4A2;PPA1;COL4A1;NDUFS6;NCL;FRG1;PFDN1;ERH;LAP3;KCTD12;SNRPF;SNRPC;HOXB7;PTMA;VAMP3;BEX3;ECHS1;ANP32A;NAXE;GSTP1;DDX1;ARHGAP18;MRPL15;PDLIM1;PSMB7;PSMB4;POLR2G;HNRNPA0;MARCKSL1;SPAG7;CCZ1;NDUFA1;TBCA;PTRHD1;CS;SEM1;MARCKS;TSPAN13;UQCRQ;EIF3E;ANP32B;SLIRP;LIMS1
EP400 SHRNA MKL1 HUMAN GSE69876 RNASEQ DOWN	62/343	1.7792403747416254E-19	6.428329576149835E-18	0	0	4.545438191701537	196.23988600343552	YWHAE;HMGB1;YBX1;DCAF7;ACTB;NUDT3;RBM3;PNN;TUBA1B;YWHAQ;CFL1;SUMO2;HMGN2;SOX4;EIF5B;SMARCC1;HSBP1;TPM3;SREBF2;DDB1;EEF1A1;ASPM;MYL6;NCL;SRSF2;SRSF3;SNRNP200;PTMA;RABL6;SNRPB;BEX3;LRRC59;HDAC2;TTYH3;TMED10;ANP32A;DHX9;ATXN7L3B;IQGAP1;PRDX2;TMEM123;ATP5F1B;TPR;EP400;HNRNPA0;HSPA9;GINS2;PPP1R14B;MARCKSL1;XRCC5;NDUFA4;ALYREF;PDAP1;PA2G4;TUBB4B;POU4F1;MARCKS;EIF2S3;ANP32B;CALR;TARDBP;RBMX
PAX3 KD HUMAN GSE16249 CREEDSID GENE 2757 DOWN	63/354	2.0551338567697825E-19	7.290120281014266E-18	0	0	4.462556564934844	192.01834585575654	MRPS17;SRP19;GMFB;TMEM167A;TXNDC12;NUCKS1;IPO7;DCAF7;ACTB;MRPL32;CDC20;TUBA1B;YWHAQ;SUMO2;SPIN1;PLS3;UQCRFS1;SEPHS2;IMP3;HSBP1;MRPS23;ATP1B3;EEF1A1;CCNA2;EID2;NSA2;MTHFD1;PPA1;OAF;CKS2;ERH;MCM6;SLC25A5;PTMA;MMADHC;FH;NDUFB6;NAXE;SLC20A1;NOL7;MRPL15;IQGAP1;PSMA7;RTN4;GNG5;IARS2;AASDHPPT;UTP3;RFLNB;TUBB4B;HSPE1;RPS25;SPCS3;YRDC;CNIH1;EIF2S3;SUCLA2;UBE2N;RBMX;TOMM5;EIF3A;MAD2L1;NUP37
NR2C2 KD HUMAN GSE16219 CREEDSID GENE 2628 DOWN	66/385	2.1572035744515583E-19	7.515543167419625E-18	0	0	4.272436629367435	183.63062525955596	FEN1;KIF14;NUCKS1;HMGB1;PRPF19;CDC20;MRPL3;TUBA1B;RPL36AL;SNRPD1;C1QBP;MAGOH;DHX15;NUDT15;COA7;SEPHS2;BCAS2;SMIM15;ATP1B3;RABGGTB;NSA2;DAD1;PPA1;TMX1;NCL;CDC37;CKS2;ERH;SNRPF;TOP1;LAP3;KIF20A;PTMA;PSMD14;GTF3C6;MRPL18;DDX1;MAK16;RTN4;TMEM123;RAD21;PCBP1;PSMB1;ISOC1;ZC3H15;ABCF1;HSPA9;DR1;NOP58;PRPF38A;SDF2L1;XRCC5;HSPA4;ALYREF;DHCR24;PA2G4;TUBB4B;HSPE1;SEM1;NUDT21;YRDC;SCD;DRG1;CEBPZ;ANP32B;NUP37
FOXM1 KD HUMAN GSE55204 CREEDSID GENE 1369 DOWN	65/375	2.254295476916997E-19	7.71601837800888E-18	0	0	4.327168616851015	185.79252018078319	GMFB;POP4;NUCKS1;GHITM;HMGB1;YBX1;COX7C;LAPTM4B;TUBA1B;CHCHD2;YWHAQ;C1QBP;DHX15;PLS3;UQCRFS1;NELFCD;HMGN2;SEPHS2;BCAS2;COX8A;IMP3;GLRX5;GTF3A;MRPS7;ASPM;MTHFD1;TMX1;NCL;SRSF2;NDUFS3;SRSF3;SUCLG1;MCM6;SLC25A5;PTMA;MMADHC;SNRPB;LRRC59;ECHS1;DDX1;MRPL15;UQCR10;COX5A;PRDX2;BCLAF1;PSMB4;RIDA;ATP5F1B;IARS2;POLR2G;CYC1;HSPA9;TIMM8B;GSTM3;XRCC5;ATP5PB;TUBB4B;RPS25;SPCS1;EIF2S3;REEP5;DRG1;CYCS;SLIRP;EIF3A
