NM_001005484.2	NP_001005484.2
XM_047421174.1	XP_047277130.1
NM_001410750.1	NP_001397679.1
XM_011541496.4	XP_011539798.1
XM_017001328.3	XP_016856817.1
NM_001330358.2	NP_001317287.1
XM_005263463.5	XP_005263520.1
NM_001286.5	NP_001277.2
NM_001256959.2	NP_001243888.2
NM_006172.4	NP_006163.1
NM_002521.3	NP_002512.1
NM_138346.3	NP_612355.1
NM_001316320.2	NP_001303249.1
NM_000302.4	NP_000293.2
XM_047436154.1	XP_047292110.1
XM_047436149.1	XP_047292105.1
XM_005263543.4	XP_005263600.1
NM_014874.4	NP_055689.1
XM_005263548.4	XP_005263605.1
XM_005263545.4	XP_005263602.1
NM_001127660.2	NP_001121132.1
XM_047436156.1	XP_047292112.1
XM_011541895.2	XP_011540197.1
XM_011541896.2	XP_011540198.1
XM_005263487.5	XP_005263544.1
NM_021933.4	NP_068752.2
NM_001243.5	NP_001234.3
XM_011542441.4	XP_011540743.1
XM_047434793.1	XP_047290749.1
XM_047434799.1	XP_047290755.1
NM_001281430.3	NP_001268359.2
XM_011542443.3	XP_011540745.1
XM_011542060.3	XP_011540362.1
XM_047429422.1	XP_047285378.1
XM_011542063.3	XP_011540365.1
NM_001066.3	NP_001057.1
XM_047429424.1	XP_047285380.1
XM_047429423.1	XP_047285379.1
NM_015378.4	NP_056193.2
NM_018156.4	NP_060626.2
XM_006711036.3	XP_006711099.1
NM_004753.7	NP_004744.2
NM_001319225.2	NP_001306154.1
XM_047434406.1	XP_047290362.1
NM_001324370.2	NP_001311299.1
XM_017002809.2	XP_016858298.1
NM_001013630.2	NP_001013652.1
XM_017001153.1	XP_016856642.1
NM_001103170.3	NP_001096640.2
NM_152290.4	NP_689503.3
NM_001330361.2	NP_001317290.1
NM_001080830.5	NP_001074299.2
NM_023013.4	NP_075389.2
NM_001294139.1	NP_001281068.1
NM_001146344.3	NP_001139816.2
XM_011541479.3	XP_011539781.1
NM_001013631.3	NP_001013653.1
NM_023014.1	NP_075390.1
XM_011542004.1	XP_011540306.1
NM_001009611.4	NP_001009611.2
NM_001039361.4	NP_001034450.3
NM_001012277.5	NP_001012277.2
NM_001010889.2	NP_001010889.1
NM_001300891.2	NP_001287820.1
NM_001382358.1	NP_001369287.1
NM_001310134.3	NP_001297063.1
NM_001136561.3	NP_001130033.3
NM_001306072.3	NP_001293001.1
NM_001302551.2	NP_001289480.1
NM_001010890.3	NP_001010890.2
NM_001291380.1	NP_001278309.1
XM_011541458.1	XP_011539760.1
NM_001099850.2	NP_001093320.2
NM_001013407.5	NP_001013425.2
NM_001012276.3	NP_001012276.2
XM_017001269.2	XP_016856758.1
NM_001291381.1	NP_001278310.1
NM_001098376.3	NP_001091846.1
NM_001024661.2	NP_001019832.2
NM_001099790.5	NP_001093260.3
NM_001099851.3	NP_001093321.1
NM_001099852.2	NP_001093322.2
NM_001010847.2	NP_001010847.1
XM_047444690.1	XP_047300646.1
NM_198389.2	NP_938203.2
NM_006474.5	NP_006465.4
XM_024451404.2	XP_024307172.1
XM_006710295.2	XP_006710358.1
XM_047434471.1	XP_047290427.1
NM_001385053.1	NP_001371982.1
NM_001006624.2	NP_001006625.1
NM_001006625.2	NP_001006626.1
NM_001393986.1	NP_001380915.1
NM_001135610.2	NP_001129082.1
XM_047429994.1	XP_047285950.1
XM_047429995.1	XP_047285951.1
NM_012231.5	NP_036363.2
NM_015866.6	NP_056950.2
XM_047429996.1	XP_047285952.1
NM_001393987.1	NP_001380916.1
XM_047429998.1	XP_047285954.1
NM_001393988.1	NP_001380917.1
NM_001007257.3	NP_001007258.1
XM_047429997.1	XP_047285953.1
XM_017002261.3	XP_016857750.1
XM_017002260.3	XP_016857749.1
XM_011541074.4	XP_011539376.1
XM_005245795.6	XP_005245852.1
XM_011541080.4	XP_011539382.1
XM_017000770.3	XP_016856259.1
XM_017000768.3	XP_016856257.1
XM_017000769.3	XP_016856258.1
NM_201628.3	NP_963922.2
XM_047415845.1	XP_047271801.1
XM_017000771.2	XP_016856260.1
NM_015209.3	NP_056024.1
NM_001370230.2	NP_001357159.1
XM_047415858.1	XP_047271814.1
XM_011541075.3	XP_011539377.1
XM_047415880.1	XP_047271836.1
NM_001370229.2	NP_001357158.1
NM_001018000.4	NP_001018000.1
XM_011541077.3	XP_011539379.1
NM_001018001.3	NP_001018001.1
NM_001370231.2	NP_001357160.2
XM_011541076.3	XP_011539378.1
NM_001017999.3	NP_001017999.1
XM_047415868.1	XP_047271824.1
XM_017001590.2	XP_016857079.1
NM_001136216.2	NP_001129688.1
NM_001136217.2	NP_001129689.1
XM_011541676.2	XP_011539978.1
NM_001136218.2	NP_001129690.1
NM_001319665.2	NP_001306594.1
NM_018022.3	NP_060492.1
XM_005245919.1	XP_005245976.1
XM_047443734.1	XP_047299690.1
XM_017000198.3	XP_016855687.1
XM_017000199.3	XP_016855688.1
XM_017000200.2	XP_016855689.1
XM_017000201.2	XP_016855690.1
XM_017000206.3	XP_016855695.1
XM_011540581.4	XP_011538883.1
XM_011540582.4	XP_011538884.1
XM_017000203.3	XP_016855692.1
XM_011540576.3	XP_011538878.1
XM_024452918.2	XP_024308686.1
XM_017000202.2	XP_016855691.1
XM_017000205.2	XP_016855694.1
XM_017000207.3	XP_016855696.1
XM_024452903.2	XP_024308671.1
XM_047443798.1	XP_047299754.1
XM_024452912.2	XP_024308680.1
XM_011540584.4	XP_011538886.1
XM_047443776.1	XP_047299732.1
XM_024452887.2	XP_024308655.1
XM_011540588.4	XP_011538890.1
XM_047443743.1	XP_047299699.1
XM_047443774.1	XP_047299730.1
XM_047443790.1	XP_047299746.1
XM_017000211.3	XP_016855700.1
XM_047443801.1	XP_047299757.1
XM_017000210.3	XP_016855699.1
XM_017000212.3	XP_016855701.1
XM_017000213.2	XP_016855702.1
XM_017000214.3	XP_016855703.1
XM_011540597.4	XP_011538899.1
XM_011540598.4	XP_011538900.1
XM_011540577.3	XP_011538879.1
XM_047443737.1	XP_047299693.1
XM_024452898.2	XP_024308666.1
NM_001391957.1	NP_001378886.1
XM_047443847.1	XP_047299803.1
XM_047443846.1	XP_047299802.1
NM_052929.2	NP_443161.1
XM_011540592.2	XP_011538894.1
XM_011540595.2	XP_011538897.1
XM_047443835.1	XP_047299791.1
XM_011540596.3	XP_011538898.2
NM_024329.6	NP_077305.2
XM_005246000.4	XP_005246057.1
XM_047430233.1	XP_047286189.1
NM_007272.3	NP_009203.2
XM_011540550.2	XP_011538852.1
NM_033440.3	NP_254275.1
NM_015849.3	NP_056933.3
XM_005246014.3	XP_005246071.1
XM_047432034.1	XP_047287990.1
NM_032996.3	NP_127463.2
NM_001278054.2	NP_001264983.1
NM_001229.5	NP_001220.2
XM_011542273.4	XP_011540575.1
NM_015291.4	NP_056106.1
NM_001287811.2	NP_001274740.1
NM_024758.5	NP_079034.3
NM_032341.5	NP_115717.3
NM_006511.3	NP_006502.1
XM_017000757.1	XP_016856246.1
XM_017000758.1	XP_016856247.1
NM_015164.4	NP_055979.2
NM_001410755.1	NP_001397684.1
XM_005245791.5	XP_005245848.1
NM_207348.3	NP_997231.1
XM_017001083.2	XP_016856572.1
XM_011541293.2	XP_011539595.1
NM_001013641.3	NP_001013663.1
XM_047423104.1	XP_047279060.1
XM_011541617.3	XP_011539919.1
XM_047423129.1	XP_047279085.1
NM_001350151.2	NP_001337080.1
XM_047423148.1	XP_047279104.1
XM_047423110.1	XP_047279066.1
XM_047423162.1	XP_047279118.1
XM_017001526.3	XP_016857015.1
XM_047423159.1	XP_047279115.1
XM_005245903.2	XP_005245960.1
XM_006710705.2	XP_006710768.1
XM_017001521.3	XP_016857010.1
XM_017001519.3	XP_016857008.1
XM_006710704.4	XP_006710767.1
XM_017001520.3	XP_016857009.1
XM_011541616.3	XP_011539918.1
XM_017001525.2	XP_016857014.1
XM_047423112.1	XP_047279068.1
XM_047423149.1	XP_047279105.1
XM_047423133.1	XP_047279089.1
XM_047423116.1	XP_047279072.1
XM_047423128.1	XP_047279084.1
XM_047423151.1	XP_047279107.1
XM_047423138.1	XP_047279094.1
XM_005245902.2	XP_005245959.1
XM_047423123.1	XP_047279079.1
XM_047423158.1	XP_047279114.1
XM_047423143.1	XP_047279099.1
XM_047423152.1	XP_047279108.1
NM_017556.4	NP_060026.2
XM_047423150.1	XP_047279106.1
NM_001024216.3	NP_001019387.1
XM_047423141.1	XP_047279097.1
XM_047423156.1	XP_047279112.1
XM_047423172.1	XP_047279128.1
XM_047423176.1	XP_047279132.1
XM_047423147.1	XP_047279103.1
XM_047423175.1	XP_047279131.1
XM_005245900.2	XP_005245957.1
XM_017001523.2	XP_016857012.1
XM_005245901.2	XP_005245958.1
XM_017001524.2	XP_016857013.1
NM_001024215.1	NP_001019386.1
NM_001089591.2	NP_001083060.1
NM_015001.3	NP_055816.2
NM_001324137.2	NP_001311066.1
XM_011542085.4	XP_011540387.1
NM_001242884.2	NP_001229813.1
XM_011542087.4	XP_011540389.1
NM_001287604.2	NP_001274533.1
NM_001324138.2	NP_001311067.1
XM_005245986.3	XP_005246043.1
NM_003443.3	NP_003434.2
NM_001287603.2	NP_001274532.1
XM_047429978.1	XP_047285934.1
NM_178840.4	NP_849162.1
NM_001349682.2	NP_001336611.1
NM_001349685.2	NP_001336614.1
NM_001349687.2	NP_001336616.1
NM_001349686.2	NP_001336615.1
NM_014424.5	NP_055239.1
NM_001349688.2	NP_001336617.1
NM_001349683.2	NP_001336612.1
NM_001349689.2	NP_001336618.1
NM_004070.4	NP_004061.3
NM_001042704.2	NP_001036169.1
NM_001257139.2	NP_001244068.1
NM_182623.3	NP_872429.2
NM_001329090.2	NP_001316019.1
NM_004431.5	NP_004422.2
XM_047448272.1	XP_047304228.1
XM_047448267.1	XP_047304223.1
XM_047448259.1	XP_047304215.1
XM_017000537.2	XP_016856026.1
NM_153213.5	NP_694945.2
XM_011540706.4	XP_011539008.1
NM_030907.4	NP_112169.2
XM_011542126.4	XP_011540428.1
NM_018994.3	NP_061867.1
XM_047422747.1	XP_047278703.1
XM_047422750.1	XP_047278706.1
XM_047422751.1	XP_047278707.1
XM_047422752.1	XP_047278708.1
NM_001114600.3	NP_001108072.1
NM_001271869.2	NP_001258798.1
XM_011541407.4	XP_011539709.1
NM_001353349.1	NP_001340278.1
NM_198546.1	NP_940948.1
XM_047419694.1	XP_047275650.1
XM_017001218.2	XP_016856707.1
XM_011541417.3	XP_011539719.1
NM_018090.5	NP_060560.1
NM_001145277.2	NP_001138749.1
NM_001145278.2	NP_001138750.1
XM_047424715.1	XP_047280671.1
XM_047424713.1	XP_047280669.1
XM_047436898.1	XP_047292854.1
NM_001405693.2	NP_001392622.1
NM_001405684.2	NP_001392613.1
NM_001405683.2	NP_001392612.1
NM_001405673.2	NP_001392602.1
NM_001405695.2	NP_001392624.1
NM_001405670.2	NP_001392599.1
NM_001405675.2	NP_001392604.1
NM_001405686.2	NP_001392615.1
NM_001405671.2	NP_001392600.1
NM_001405696.2	NP_001392625.1
NM_001405687.2	NP_001392616.1
NM_001405668.2	NP_001392597.1
NM_001405678.2	NP_001392607.1
NM_001405680.2	NP_001392609.1
NM_001405692.2	NP_001392621.1
NM_001405669.2	NP_001392598.1
NM_001405674.2	NP_001392603.1
NM_001405682.2	NP_001392611.1
NM_001405701.2	NP_001392630.1
NM_001405699.2	NP_001392628.1
NM_001405700.2	NP_001392629.1
NM_001405679.2	NP_001392608.1
NM_001405697.2	NP_001392626.1
NM_001405698.2	NP_001392627.1
NM_001405685.2	NP_001392614.1
NM_001405676.2	NP_001392605.1
NM_001405681.2	NP_001392610.1
NM_001405667.2	NP_001392596.1
NM_001405694.2	NP_001392623.1
NM_001405672.2	NP_001392601.1
NM_001405677.2	NP_001392606.1
NM_017940.8	NP_060410.4
NM_001405666.3	NP_001392595.1
XM_047436909.1	XP_047292865.1
XM_047435134.1	XP_047291090.1
XM_047435120.1	XP_047291076.1
XM_006711058.4	XP_006711121.1
XM_047435135.1	XP_047291091.1
XM_047435136.1	XP_047291092.1
NM_014675.5	NP_055490.4
XM_047435115.1	XP_047291071.1
XM_047435117.1	XP_047291073.1
XM_047435114.1	XP_047291070.1
NM_001135247.2	NP_001128719.1
NM_017459.3	NP_059453.1
XM_047421027.1	XP_047276983.1
NM_001135248.2	NP_001128720.1
NM_002403.4	NP_002394.1
XM_047416542.1	XP_047272498.1
XM_047416553.1	XP_047272509.1
XM_047416550.1	XP_047272506.1
XM_047416569.1	XP_047272525.1
XM_006710512.2	XP_006710575.1
XM_017000845.2	XP_016856334.1
XM_047416556.1	XP_047272512.1
XM_047416571.1	XP_047272527.1
XM_006710513.2	XP_006710576.1
XM_017000846.2	XP_016856335.1
XM_047416538.1	XP_047272494.1
XM_047416549.1	XP_047272505.1
XM_047416568.1	XP_047272524.1
NM_001141974.3	NP_001135446.1
XM_017000849.2	XP_016856338.1
XM_005245811.2	XP_005245868.1
NM_001141973.3	NP_001135445.1
XM_017000847.2	XP_016856336.1
XM_047416539.1	XP_047272495.1
XM_047416548.1	XP_047272504.1
XM_047416563.1	XP_047272519.1
XM_047416537.1	XP_047272493.1
XM_047416546.1	XP_047272502.1
XM_047416564.1	XP_047272520.1
XM_047416567.1	XP_047272523.1
XM_047416554.1	XP_047272510.1
XM_047416560.1	XP_047272516.1
XM_005245810.2	XP_005245867.1
XM_047416544.1	XP_047272500.1
XM_047416551.1	XP_047272507.1
XM_047416566.1	XP_047272522.1
XM_047416570.1	XP_047272526.1
XM_047416565.1	XP_047272521.1
XM_005245812.2	XP_005245869.1
XM_047416547.1	XP_047272503.1
XM_047416562.1	XP_047272518.1
XM_011541128.2	XP_011539430.1
XM_017000844.2	XP_016856333.1
XM_011541129.2	XP_011539431.1
XM_017000850.2	XP_016856339.1
XM_005245815.2	XP_005245872.1
XM_017000848.2	XP_016856337.1
NM_022089.4	NP_071372.1
NM_003000.3	NP_002991.2
NM_001407361.1	NP_001394290.1
NM_007365.3	NP_031391.2
XM_017000148.3	XP_016855637.1
XM_047442975.1	XP_047298931.1
NM_013358.3	NP_037490.2
XM_047418757.1	XP_047274713.1
XM_047418756.1	XP_047274712.1
XM_017001103.3	XP_016856592.1
XM_011541307.3	XP_011539609.1
XM_017001102.2	XP_016856591.1
XM_017001101.2	XP_016856590.1
NM_016233.2	NP_057317.2
XM_011541572.3	XP_011539874.1
XM_011541571.3	XP_011539873.1
XM_017001463.2	XP_016856952.1
NM_012387.3	NP_036519.2
XM_011541151.2	XP_011539453.1
XM_011541150.1	XP_011539452.1
XM_011541156.2	XP_011539458.1
XM_011541154.3	XP_011539456.1
XM_011541153.2	XP_011539455.1
XM_011541155.2	XP_011539457.1
XM_011541152.1	XP_011539454.1
XM_047416610.1	XP_047272566.1
NM_207421.4	NP_997304.3
NM_018715.4	NP_061185.1
NM_001136204.3	NP_001129676.1
XM_024448061.2	XP_024303829.1
XM_006710728.1	XP_006710791.1
XM_047424089.1	XP_047280045.1
XM_006710731.1	XP_006710794.1
XM_047424111.1	XP_047280067.1
XM_047424100.1	XP_047280056.1
XM_047424075.1	XP_047280031.1
XM_005245923.3	XP_005245980.2
XM_047424093.1	XP_047280049.1
XM_006710729.2	XP_006710792.1
XM_005245925.3	XP_005245982.2
XM_017001617.2	XP_016857106.1
NM_018125.4	NP_060595.3
XM_047424065.1	XP_047280021.1
XM_047424097.1	XP_047280053.1
XM_047424112.1	XP_047280068.1
XM_047424071.1	XP_047280027.1
XM_047424070.1	XP_047280026.1
XM_024448059.2	XP_024303827.1
XM_047424098.1	XP_047280054.1
XM_024448062.1	XP_024303830.1
XM_047424096.1	XP_047280052.1
XM_047424105.1	XP_047280061.1
XM_011541692.3	XP_011539994.1
XM_011541691.3	XP_011539993.1
NM_001011722.2	NP_001011722.2
NM_001319837.1	NP_001306766.1
XM_017001619.2	XP_016857108.1
XM_017001620.2	XP_016857109.1
XM_047424158.1	XP_047280114.1
XM_047424175.1	XP_047280131.1
XM_047424159.1	XP_047280115.1
XM_047424190.1	XP_047280146.1
XM_047424165.1	XP_047280121.1
XM_047424167.1	XP_047280123.1
XM_047424201.1	XP_047280157.1
XM_005245929.4	XP_005245986.2
NM_001319838.1	NP_001306767.1
NM_001328124.1	NP_001315053.1
NM_030812.3	NP_110439.2
XM_011542212.3	XP_011540514.1
NM_032880.5	NP_116269.3
XM_011542319.4	XP_011540621.1
XM_017002604.3	XP_016858093.1
XM_017002605.1	XP_016858094.1
NM_152375.3	NP_689588.2
NM_001135254.2	NP_001128726.1
NM_002584.3	NP_002575.1
NM_013945.3	NP_039236.1
NM_152232.6	NP_689418.2
NM_001319218.2	NP_001306147.1
NM_170726.3	NP_733844.1
NM_003748.4	NP_003739.2
NM_001161504.2	NP_001154976.1
XM_047444839.1	XP_047300795.1
XM_011540630.3	XP_011538932.1
NM_001136265.2	NP_001129737.1
XM_047416518.1	XP_047272474.1
XM_047416514.1	XP_047272470.1
XM_047416523.1	XP_047272479.1
XM_047416516.1	XP_047272472.1
XM_047416510.1	XP_047272466.1
XM_047416517.1	XP_047272473.1
XM_047416511.1	XP_047272467.1
XM_017000830.3	XP_016856319.3
XM_017000828.3	XP_016856317.3
NM_020765.3	NP_065816.2
XM_047416520.1	XP_047272476.1
XM_047416483.1	XP_047272439.1
XM_047416519.1	XP_047272475.1
XM_047416484.1	XP_047272440.1
XM_047416481.1	XP_047272437.1
XM_017000826.3	XP_016856315.3
XM_047416505.1	XP_047272461.1
XM_047416502.1	XP_047272458.1
XM_047416503.1	XP_047272459.1
XM_047416504.1	XP_047272460.1
XM_047416501.1	XP_047272457.1
XM_047416475.1	XP_047272431.1
XM_047416467.1	XP_047272423.1
XM_047416458.1	XP_047272414.1
XM_047416513.1	XP_047272469.1
XM_047416522.1	XP_047272478.1
XM_047416515.1	XP_047272471.1
XM_047416509.1	XP_047272465.1
XM_047416507.1	XP_047272463.1
XM_047416521.1	XP_047272477.1
XM_047416512.1	XP_047272468.1
XM_047416506.1	XP_047272462.1
XM_047416480.1	XP_047272436.1
XM_017000827.3	XP_016856316.3
XM_047416468.1	XP_047272424.1
XM_047416471.1	XP_047272427.1
XM_047416464.1	XP_047272420.1
XM_047416497.1	XP_047272453.1
XM_047416499.1	XP_047272455.1
XM_047416493.1	XP_047272449.1
XM_047416498.1	XP_047272454.1
XM_047416494.1	XP_047272450.1
XM_047416495.1	XP_047272451.1
XM_017000824.3	XP_016856313.3
XM_047416500.1	XP_047272456.1
XM_047416463.1	XP_047272419.1
XM_017000822.3	XP_016856311.3
XM_011541120.4	XP_011539422.3
XM_011541115.4	XP_011539417.3
XM_011541114.4	XP_011539416.3
NM_001271429.2	NP_001258358.1
NM_001271427.2	NP_001258356.1
NM_001375821.1	NP_001362750.1
NM_001271428.2	NP_001258357.1
NM_015047.3	NP_055862.1
NM_001375820.1	NP_001362749.1
XM_006710675.5	XP_006710738.1
NM_016183.4	NP_057267.2
XM_011541046.4	XP_011539348.1
NM_012067.3	NP_036199.2
XM_047449607.1	XP_047305563.1
NM_001320979.1	NP_001307908.1
NM_003689.4	NP_003680.2
XM_047433095.1	XP_047289051.1
NM_001040125.2	NP_001035214.1
XM_047423401.1	XP_047279357.1
NM_017765.3	NP_060235.2
XM_011541634.4	XP_011539936.1
NM_001040126.2	NP_001035215.1
NM_001287531.2	NP_001274460.1
XM_005245916.3	XP_005245973.1
XM_047423394.1	XP_047279350.1
NM_004930.5	NP_004921.1
NM_001206540.3	NP_001193469.1
NM_001206541.3	NP_001193470.1
NM_001282162.2	NP_001269091.1
XM_011542228.4	XP_011540530.1
XM_047431397.1	XP_047287353.1
XM_006710938.5	XP_006711001.1
XM_047431400.1	XP_047287356.1
XM_047431404.1	XP_047287360.1
NM_001313932.2	NP_001300861.1
XM_017002429.3	XP_016857918.1
XM_017002430.3	XP_016857919.1
NM_001204088.2	NP_001191017.1
NM_001204089.2	NP_001191018.1
NM_001204083.2	NP_001191012.1
NM_001032363.4	NP_001027535.1
NM_001204082.2	NP_001191011.1
NM_182744.4	NP_877421.2
NM_001278164.2	NP_001265093.1
NM_001278165.2	NP_001265094.1
NM_001204084.3	NP_001191013.1
NM_005380.8	NP_005371.2
NM_001204085.2	NP_001191014.1
NM_001204086.3	NP_001191015.1
NM_001278166.2	NP_001265095.1
NM_000871.3	NP_000862.1
NM_001349112.3	NP_001336041.1
XM_011541185.4	XP_011539487.1
XM_047416926.1	XP_047272882.1
NM_181719.7	NP_859070.3
XM_011541181.2	XP_011539483.1
NM_001349113.3	NP_001336042.1
NM_001349114.3	NP_001336043.1
XM_011541179.3	XP_011539481.1
XM_017000916.2	XP_016856405.1
XM_011541180.3	XP_011539482.1
XM_047416943.1	XP_047272899.1
XM_047416922.1	XP_047272878.1
XM_047416936.1	XP_047272892.1
XM_047416933.1	XP_047272889.1
XM_017000917.2	XP_016856406.1
XM_047416948.1	XP_047272904.1
NM_001349115.1	NP_001336044.1
NM_019062.2	NP_061935.1
NM_015207.2	NP_056022.1
XM_005245793.5	XP_005245850.2
XM_005245792.5	XP_005245849.2
XM_047415799.1	XP_047271755.1
XM_024454320.2	XP_024310088.1
XM_047415806.1	XP_047271762.1
XM_047415825.1	XP_047271781.1
NM_014589.3	NP_055404.1
XM_047422595.1	XP_047278551.1
XM_047422593.1	XP_047278549.1
XM_047422594.1	XP_047278550.1
NM_001161729.1	NP_001155201.1
NM_001161728.2	NP_001155200.1
NM_001161727.2	NP_001155199.1
NM_000300.4	NP_000291.1
NM_001395463.1	NP_001382392.1
XM_047422608.1	XP_047278564.1
XM_047422616.1	XP_047278572.1
XM_047422645.1	XP_047278601.1
XM_005245891.6	XP_005245948.1
XM_047422635.1	XP_047278591.1
XM_011541589.4	XP_011539891.1
XM_047422637.1	XP_047278593.1
XM_011541587.4	XP_011539889.1
XM_011541588.4	XP_011539890.1
XM_005245893.6	XP_005245950.1
XM_011541590.4	XP_011539892.1
XM_005245892.6	XP_005245949.1
XM_047422643.1	XP_047278599.1
XM_011541591.4	XP_011539893.1
XM_011541586.4	XP_011539888.1
XM_011541592.4	XP_011539894.1
NM_000929.3	NP_000920.1
NM_001271814.2	NP_001258743.1
NM_012400.4	NP_036532.1
NM_022819.4	NP_073730.3
NM_001360869.2	NP_001347798.1
XM_011541955.2	XP_011540257.1
XM_011541956.2	XP_011540258.1
NM_001316722.3	NP_001303651.1
NM_001367969.2	NP_001354898.1
XM_047420216.1	XP_047276172.1
XM_011540699.4	XP_011539001.1
XM_005245742.5	XP_005245799.1
NM_152376.5	NP_689589.1
NM_001039500.3	NP_001034589.2
NM_001377531.1	NP_001364460.1
XM_047445799.1	XP_047301755.1
XM_011540684.3	XP_011538986.1
XM_011540685.3	XP_011538987.1
XM_011540683.3	XP_011538985.1
XM_011540688.3	XP_011538990.1
XM_011540691.3	XP_011538993.1
XM_011540690.3	XP_011538992.1
XM_011540693.2	XP_011538995.1
XM_011540698.2	XP_011539000.1
XM_006710360.4	XP_006710423.2
XM_017000305.2	XP_016855794.1
XM_011540697.3	XP_011538999.1
XM_017000306.2	XP_016855795.1
NM_018584.6	NP_061054.2
NM_024544.3	NP_078820.2
XM_011542137.3	XP_011540439.1
NM_207334.3	NP_997217.1
NM_001785.3	NP_001776.1
NM_032409.3	NP_115785.1
NM_005216.5	NP_005207.3
XM_047426155.1	XP_047282111.1
XM_047426150.1	XP_047282106.1
XM_047426154.1	XP_047282110.1
XM_047426149.1	XP_047282105.1
XM_047426153.1	XP_047282109.1
XM_047426148.1	XP_047282104.1
XM_047426147.1	XP_047282103.1
XM_047426152.1	XP_047282108.1
XM_047426146.1	XP_047282102.1
XM_047426157.1	XP_047282113.1
NM_001122819.3	NP_001116291.1
XM_047426156.1	XP_047282112.1
XM_047426151.1	XP_047282107.1
NM_020816.4	NP_065867.2
XM_047426158.1	XP_047282114.1
NM_001287212.2	NP_001274141.1
XM_047426160.1	XP_047282116.1
XM_047426159.1	XP_047282115.1
XM_047426161.1	XP_047282117.1
NM_001103160.2	NP_001096630.1
NM_001103161.2	NP_001096631.1
XM_011541461.3	XP_011539763.1
XM_011541460.2	XP_011539762.1
XM_011541462.2	XP_011539764.1
NM_001376793.1	NP_001363722.1
NM_001399820.1	NP_001386749.1
NM_001372052.1	NP_001358981.1
NM_001399821.1	NP_001386750.1
NM_001376794.1	NP_001363723.1
NM_001376790.1	NP_001363719.1
NM_001399823.1	NP_001386752.1
NM_001376787.1	NP_001363716.1
NM_001376792.1	NP_001363721.1
NM_001376789.1	NP_001363718.1
NM_001376791.1	NP_001363720.1
NM_001376788.1	NP_001363717.1
NM_016287.5	NP_057371.2
NM_001376797.1	NP_001363726.1
NM_001376795.1	NP_001363724.1
NM_001376796.1	NP_001363725.1
XM_047433321.1	XP_047289277.1
XM_047433366.1	XP_047289322.1
XM_047433324.1	XP_047289280.1
NM_001198801.2	NP_001185730.1
XM_017002708.3	XP_016858197.1
XM_017002707.3	XP_016858196.1
XM_047433340.1	XP_047289296.1
NM_001198802.2	NP_001185731.1
XM_011542370.3	XP_011540672.1
XM_047433231.1	XP_047289187.1
XM_047433319.1	XP_047289275.1
NM_003760.4	NP_003751.2
XM_047433196.1	XP_047289152.1
XM_047433323.1	XP_047289279.1
XM_047433348.1	XP_047289304.1
XM_047433337.1	XP_047289293.1
XM_047433345.1	XP_047289301.1
XM_047433329.1	XP_047289285.1
XM_047433291.1	XP_047289247.1
XM_047433287.1	XP_047289243.1
XM_047433312.1	XP_047289268.1
XM_047433274.1	XP_047289230.1
XM_047433296.1	XP_047289252.1
XM_047433294.1	XP_047289250.1
XM_011542371.3	XP_011540673.1
XM_047433261.1	XP_047289217.1
XM_047433283.1	XP_047289239.1
XM_047433282.1	XP_047289238.1
XM_017002677.3	XP_016858166.1
XM_047433268.1	XP_047289224.1
XM_047433267.1	XP_047289223.1
XM_047433212.1	XP_047289168.1
XM_047433205.1	XP_047289161.1
XM_047433201.1	XP_047289157.1
XM_047433354.1	XP_047289310.1
XM_047433315.1	XP_047289271.1
XM_047433253.1	XP_047289209.1
XM_047433279.1	XP_047289235.1
XM_047433198.1	XP_047289154.1
XM_047433353.1	XP_047289309.1
XM_047433352.1	XP_047289308.1
XM_047433302.1	XP_047289258.1
XM_047433242.1	XP_047289198.1
XM_047433269.1	XP_047289225.1
XM_047433266.1	XP_047289222.1
XM_047433262.1	XP_047289218.1
NM_001391899.1	NP_001378828.1
NM_001391893.1	NP_001378822.1
NM_001391903.1	NP_001378832.1
NM_001391894.1	NP_001378823.1
NM_001391905.1	NP_001378834.1
NM_001391896.1	NP_001378825.1
